微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Q9wGykQuM,":【正片】宋方金×罗永浩！故事必须有人讲下去
编剧宋方金讲故事的能力似乎是与生俱来的，他能把严肃的话题讲得引人入胜，同时把好玩的话题讲得意味深长。我们聊了近七个小时，他始终保持了相同的信息密度、节奏以及语言包袱，甚至都没怎么喝水。
他聊创作，聊电影，聊影视行业，聊他看不惯的种种，百无禁忌。别人缄口不提的，他侃侃而谈；别人舍不得讲出来的，他知无不言。
他是讲述者、斗争者，也是捍卫者、坚持者，捍卫编剧的权利，坚持编剧的职责。在他看来，有些话必须要说，有些架必须要吵，有些故事必须要讲。正因如此，面对这个时代，他才能问心无愧地说出，“我没有守口如瓶”。
《罗永浩的十字路口》第 7 期，我们和知名编剧宋方金聊聊他的故事。
#罗永浩听宋方金解析微短剧# #罗永浩深度长谈播客# #罗永浩的十字路口# 罗永浩的十字路口的微博视频",,无,"https://f.video.weibocdn.com/o0/rWBhunxYlx08seL1U4ww0104120EWyWC0E0f0.mp4?label=mp4_hd&template=852x480.25.0&Expires=1766200877&ssig=SYnJxQKcv7&KID=unistore,video",无,2025-10-17 12:00,微博视频号,2818,1022,376
Q9vTQggvM,关于微短剧，宋方金提到了一个扎心的现状...今天中午 12 点，来听编剧 @宋方金 对于微短剧都有哪些独到见解。#罗永浩听宋方金解析微短剧# #罗永浩深度长谈播客# #罗永浩的十字路口# 罗永浩的十字路口的微博视频  ,,无,"https://f.video.weibocdn.com/o0/SzAourvalx08sdLZmTuw010412001ZMy0E010.mp4?label=mp4_hd&template=852x480.25.0&Expires=1766200877&ssig=lfTDaGHHqa&KID=unistore,video",无,2025-10-17 10:00,微博视频号,216,14,48
Q9nEoF1DG,面对汹涌而来的人工智能时代，作为编剧的宋方金有些迷茫，但他担心的并非机器人取代人类编剧，而是害怕人类编剧太像机器人......明天中午 12 点，听 @宋方金 谈谈人工智能对影视行业的影响。#罗永浩听宋方金解析微短剧# #罗永浩深度长谈播客# #罗永浩的十字路口# 罗永浩的十字路口的微博视频  ,,无,"https://f.video.weibocdn.com/o0/lzragGCHlx08sb8IAwPS010412005jE50E010.mp4?label=mp4_hd&template=852x480.25.0&Expires=1766200877&ssig=aFpke7Qewr&KID=unistore,video",无,2025-10-16 13:00,微博视频号,385,37,85
Q9ng2BExe,这次的谈话，宋方金知无不言，甚至就连压箱底的创作秘密都说出来了...明天中午 12 点，来听听 @宋方金 都有哪些创作秘诀。#罗永浩听宋方金解析微短剧# #罗永浩深度长谈播客# #罗永浩的十字路口# 罗永浩的十字路口的微博视频  ,,无,"https://f.video.weibocdn.com/o0/vqHtKiB1lx08sb8AgLmM010412002YTP0E010.mp4?label=mp4_hd&template=852x480.25.0&Expires=1766200878&ssig=v7vJvxU1fj&KID=unistore,video",无,2025-10-16 12:00,微博视频号,379,22,56
Q9dPya9qr,宋方金对于微短剧的总结既精辟又有趣，这也是微短剧自流行以来，我个人第一次听到专业人士关于微短剧的系统性分析和讲解。10 月 17 号中午 12 点，来听听 @宋方金 对于微短剧的看法。#罗永浩听宋方金解析微短剧# #罗永浩深度长谈播客# #罗永浩的十字路口# 罗永浩的十字路口的微博视频  ,,无,"https://f.video.weibocdn.com/o0/QiKzLOFdlx08sb8o34eY010412003Lrj0E010.mp4?label=mp4_hd&template=852x480.25.0&Expires=1766200879&ssig=GHq3jAxwkx&KID=unistore,video",无,2025-10-15 12:00,微博视频号,1150,216,235
Q8VmU8lDL,【音频版】影视飓风TIM×罗永浩！用影像打开世界的梦想家播客《罗永浩的十字路口》第六期，微博音频完整版已经上线，欢迎收听。#罗永浩深度长谈播客# #声音引力场# #2025微博音频创享日# #微博声浪计划# #听见微博# #罗永浩的十字路口# #Tim邀请罗永浩去蛇岛# 罗永浩的十字路口的微博音频  ,,无,无,无,2025-10-13 13:00,微博音频,927,105,227
Q8vfmF8zW,Tim：影视飓风还要进行什么极端挑战？#Tim邀请罗永浩去蛇岛# #罗永浩深度长谈播客# #罗永浩的十字路口# 罗永浩的十字路口的微博视频  ,,无,"https://f.video.weibocdn.com/o0/k5eEGIDolx08s49NOjte0104120065Gi0E010.mp4?label=mp4_hd&template=480x854.24.0&Expires=1766200880&ssig=5rvULodSuB&KID=unistore,video",无,2025-10-10 18:30,微博视频号,861,29,193
Q8v3ck1TS,Tim：罗老师，送你一台新 iPhone#Tim邀请罗永浩去蛇岛# #罗永浩深度长谈播客# #罗永浩的十字路口# 罗永浩的十字路口的微博视频  ,,无,"https://f.video.weibocdn.com/o0/yJWdzkPvlx08s4asV5Nm010412004Yaj0E010.mp4?label=mp4_hd&template=540x960.24.0&Expires=1766200880&ssig=oT8IapoWSn&KID=unistore,video",无,2025-10-10 18:00,微博视频号,1125,120,216
Q8uR12ohq,Tim：走上影像的道路，其实是因为游戏玩得好#Tim邀请罗永浩去蛇岛# #罗永浩深度长谈播客# #罗永浩的十字路口# 罗永浩的十字路口的微博视频  ,,无,"https://f.video.weibocdn.com/o0/DgtrDGLHlx08s49MXVzG010412003ekF0E010.mp4?label=mp4_hd&template=540x960.24.0&Expires=1766200881&ssig=42bEg5nIeN&KID=unistore,video",无,2025-10-10 17:30,微博视频号,290,10,35
Q8uEPBJ7A,Tim：现在所有平台，都在疯狂地把音量开大#Tim邀请罗永浩去蛇岛# #罗永浩深度长谈播客# #罗永浩的十字路口# 罗永浩的十字路口的微博视频  ,,无,"https://f.video.weibocdn.com/o0/c1Rj5rC6lx08s49Ma6g0010412004HZM0E010.mp4?label=mp4_hd&template=540x960.24.0&Expires=1766200881&ssig=%2BdvrHHm%2FxJ&KID=unistore,video",无,2025-10-10 17:00,微博视频号,831,61,76
Q8sH57iAh,":【正片】影视飓风TIM×罗永浩！用影像打开世界的梦想家
因为一次偶然，他拿起了摄像机，扭动变焦镜头的时候，命运的齿轮也随之转动起来。影视创作成了他的生活，用想法和镜头打开世界成了他的使命。他痴迷器材，痴迷影像，也痴迷创业。这些年，他的公司像公司的名字一样，越走越快，越走越远，越走越势不可挡。
在毛里求斯的海中和抹香鲸共舞，在冰岛近距离拍摄喷发中的火山......他举重若轻地完成了这些在过去通常被认为是“欧美人才会喜欢的冒险”。接下来，去蛇岛过夜，去雪原探险，去大海追逐最凶猛的鲨鱼..… 更多新奇的冒险计划在他的任务清单里排好了队。脚踏着地球一步步落实计划的同时，他也想好了有一天要把镜头对准我们的星球之外，对准没人抵达过的地方，以回应那颗永远跳动着的好奇心。他有了和年龄完全不匹配的成就，更有着值得无限期待的未来。
他是影视飓风的 Tim，潘天鸿。《罗永浩的十字路口》第 6 期，我们会一起谈谈，他是如何像呼吸般自然地实现了一个又一个年轻的、狂野的梦想。
#Tim邀请罗永浩去蛇岛# #罗永浩深度长谈播客# #罗永浩的十字路口# 罗永浩的十字路口的微博视频",,无,"https://f.video.weibocdn.com/o0/6EcL8nJdlx08s2WH0A6Y0104120iTUUo0E070.mp4?label=mp4_hd&template=852x480.25.0&Expires=1766200884&ssig=sSTzkjfx0a&KID=unistore,video",无,2025-10-10 12:00,微博视频号,6185,2091,585
Q8lel4IRP,在播客录制现场，Tim 突然送了我一台 iPhone 17 Pro Max 2TB，非常感谢这个礼物，在现场收到非常惊喜。至于手机本身，我只想说......明天中午 12 点，来看 @影视飓风MediaStorm 的 Tim 带来的这个惊喜的礼物。  #Tim邀请罗永浩去蛇岛# #罗永浩深度长谈播客# #罗永浩的十字路口# 罗永浩的十字路口的微博视频   ,,无,"https://f.video.weibocdn.com/o0/iiugsnLnlx08s2Od7bZu010412005Hjq0E010.mp4?label=mp4_hd&template=852x480.25.0&Expires=1766200885&ssig=daoJCoeOuF&KID=unistore,video",无,2025-10-09 17:00,微博视频号,2013,165,407
Q8krD8Xke,和带劲的年轻人，来了一场带劲的对话，这个下午，真的太带劲了。明天中午 12 点，看看和 @影视飓风MediaStorm 的 Tim 聊天有多带劲。#Tim邀请罗永浩去蛇岛# #罗永浩深度长谈播客# #罗永浩的十字路口# 罗永浩的十字路口的微博视频  ,,无,"https://f.video.weibocdn.com/o0/gnvPcg9Nlx08s2Ip6O920104120017qb0E010.mp4?label=mp4_hd&template=852x480.25.0&Expires=1766200885&ssig=w7Zguqrk%2F6&KID=unistore,video",无,2025-10-09 15:00,微博视频号,689,38,73
Q8jha1Dhu,这一期我们的播客邀请到了影视飓风的 Tim，他来演播室的第一件事，就是详细查看每个设备，他的专业性真的“很 Pro”^_^ 明天中午 12 点，来看 @影视飓风MediaStorm 的 Tim 和我的长谈，对了，内容也“很 Pro”^_^#Tim邀请罗永浩去蛇岛##罗永浩深度长谈播客##罗永浩的十字路口# 罗永浩的十字路口等人的共创视频  ,,无,"https://f.video.weibocdn.com/o0/yQZnCPCYlx08s2D1ilde010412009csK0E010.mp4?label=mp4_hd&template=852x480.25.0&Expires=1766200886&ssig=Gd%2FYnyj5Zh&KID=unistore,video",无,2025-10-09 12:01,微博视频号,1081,93,137
Q8dKxDcft,嗯，为什么突然就纷纷 City Walk 了？它跟散步或遛弯儿的差异是？  ,,无,无,无,2025-10-08 21:57,微博轻享版,6765,244,1288
Q8bNQmt1Z,做媒体真的能站着挣钱吗？这个问题很难回答，但是 Tim 正努力给出他的答案。10 月 10 号中午 12 点，来看 @影视飓风MediaStorm 的 Tim 关于这个问题的独家答案。#Tim邀请罗永浩去蛇岛# #罗永浩深度长谈播客# #罗永浩的十字路口# 罗永浩的十字路口的微博视频  ,,无,"https://f.video.weibocdn.com/o0/sB0COAxolx08s1lOMHTO010412001Mau0E010.mp4?label=mp4_hd&template=852x480.25.0&Expires=1766200897&ssig=1hZxw2ZyM9&KID=unistore,video",无,2025-10-08 17:00,微博视频号,967,72,164
Q89Q4x4Ja,年轻人喜欢冒险，喜欢上天下地入海，我这个老胳膊老腿儿可能是跟不上了…… 但有一些听得确实让我也有些心潮澎湃。10 月 10 号中午 12 点，来看 @影视飓风MediaStorm 的 Tim 未来都有哪些冒险计划。#Tim邀请罗永浩去蛇岛# #罗永浩深度长谈播客# #罗永浩的十字路口# 罗永浩的十字路口的微博视频  ,,无,"https://f.video.weibocdn.com/o0/cigqjI59lx08s10tcwhO010412003Cki0E010.mp4?label=mp4_hd&template=852x480.25.0&Expires=1766200897&ssig=vKZ4BIlmsR&KID=unistore,video",无,2025-10-08 12:00,微博视频号,1818,197,273
Q7T2uEZvN,我大湖南人民对锅气的热爱与追求，是无穷无尽的 罗永浩的十字路口的微博视频  ,,无,"https://f.video.weibocdn.com/o0/T3jcxfx6lx08rYbOuTMY01041200gJD40E010.mp4?label=mp4_hd&template=844x480.25.0&Expires=1766200897&ssig=uNfFmKCoPG&KID=unistore,video",无,2025-10-06 17:13,微博视频号,4978,210,623
Q7jj7fPYh,":豆豆的专场跟所有脱口秀演员的表演风格都不一样，连形式都不一样：没有千篇一律的主持，没有通常尴尬的暖场，没有煽情和硬上的价值，豆豆一个人奉献了全程九十分钟纯粹的、不间断的快乐，非常厉害，非常超值，非常推荐 另外，年近三十的豆豆身上的纯真，童趣和少年感，我只在我最溺爱的大老师身上看到过
#豆豆脱口秀专场##豆豆脱口秀巡演##算你厉害#         [",,"https://ww2.sinaimg.cn/large/008tj0GNgy1i5ye47e6bej30u014047i.jpg,https://ww3.sinaimg.cn/large/008tj0GNgy1i5ye478djhj30u01407ce.jpg",无,无,2025-10-02 22:15,微博轻享版,1519,56,297
